V_peak,V_rest,dVdt_max,APD90,APD30,TUP
33.378735,10.392952,5073.3237,198,232,0.05
30.608597,7.7442784,4964.409,151,171,0.05
17.223677,-2.7166693,5056.668,67,68,0.05
36.09504,12.524244,5046.5127,204,246,0.05
34.800037,11.103004,5043.8447,176,209,0.05
22.265987,1.1997641,5082.902,106,109,0.05
24.32854,2.598524,4995.28,112,118,0.05
34.334908,10.147674,5075.295,192,224,0.05
27.631866,6.390195,5022.9434,132,147,0.05
24.952425,4.68119,4976.33,124,135,0.05
23.183846,2.3756466,5019.9233,99,104,0.05
30.866276,7.7944045,4976.176,171,194,0.05
20.059725,-0.79571325,5055.376,81,82,0.05
30.551325,7.865172,5045.9243,158,178,0.05
17.29288,-2.7074103,4967.8325,72,73,0.05
31.090265,7.3935685,4980.4077,171,194,0.05
35.866028,12.348605,5057.5825,198,238,0.05
28.222229,7.174947,5062.8335,155,173,0.05
26.321918,4.2249403,5053.582,119,129,0.05
33.60019,10.240527,5000.369,184,214,0.05
25.697407,4.568709,4999.4453,116,126,0.05
31.53062,7.634342,4979.2744,157,178,0.05
27.075394,5.8856206,5053.9634,144,159,0.05
25.33188,3.704323,5005.074,110,119,0.05
27.308468,5.1706085,5012.3896,137,150,0.05
27.858818,4.8664412,4980.2505,129,141,0.05
25.541,3.7182746,4967.349,134,144,0.05
29.852646,6.442834,5005.0054,136,152,0.05
33.017776,9.924501,5054.5576,175,204,0.05
33.24786,11.255726,5027.818,188,222,0.05
22.201756,1.9176576,5081.5776,108,112,0.05
33.988678,11.987696,4973.3867,196,233,0.05
28.852493,5.778949,5010.1895,136,151,0.05
28.461046,6.316593,5008.27,147,164,0.05
19.621767,-0.5693217,4969.183,77,78,0.05
23.183474,2.7603476,5077.0903,120,127,0.05
30.580276,7.748343,5035.6196,148,169,0.05
32.588043,9.508169,5081.4478,176,203,0.05
23.248262,2.8861532,5072.309,118,125,0.05
30.149054,7.4703474,5014.7866,170,192,0.05
29.791,7.1284328,4972.7285,154,173,0.05
33.760967,10.335119,4988.8403,206,241,0.05
28.240606,5.2593184,5079.169,129,141,0.05
24.723042,3.5391572,5037.8037,120,128,0.05
32.825493,9.359659,5031.3184,169,195,0.05
27.839298,5.5564995,4989.808,148,163,0.05
21.623537,1.7308639,5036.027,117,121,0.05
22.144463,2.297347,5066.158,114,119,0.05
29.138783,5.5198674,5073.1147,142,157,0.05
36.144707,12.704969,5053.0146,198,237,0.05
33.94435,11.122634,5037.0957,200,236,0.05
19.44347,-0.032317236,5002.2314,89,90,0.05
20.311346,0.8205913,5012.7246,95,96,0.05
20.47885,0.2480063,5039.0117,96,97,0.05
34.968082,11.272025,4976.491,205,242,0.05
35.09843,11.650381,5002.534,202,239,0.05
33.793003,9.590377,4970.0557,184,212,0.05
26.161617,4.3368936,5030.104,130,140,0.05
19.128654,-0.96642137,5012.397,83,84,0.05
35.15406,12.097842,5025.9346,210,250,0.05
26.34813,4.2711463,5004.799,108,117,0.05
24.111195,3.2875984,5081.4995,120,128,0.05
33.253014,9.10737,5007.439,176,204,0.05
26.449245,4.5045805,4969.8677,118,128,0.05
30.258936,8.097706,5013.3086,145,165,0.05
28.435747,5.540964,5048.652,130,143,0.05
19.171192,-0.26837647,4997.156,87,88,0.05
31.237196,8.678589,5009.434,172,197,0.05
26.911695,5.931432,5077.779,153,169,0.05
20.15179,0.7625985,5027.668,101,102,0.05
26.31578,4.6549487,4988.1587,118,128,0.05
34.892914,10.716469,5066.082,196,232,0.05
21.609886,1.0452055,5070.8843,98,101,0.05
27.547413,6.069281,5019.3896,154,171,0.05
32.53265,9.342583,5013.393,152,176,0.05
22.943613,2.381747,4978.874,114,119,0.05
24.38946,3.438431,5012.071,132,140,0.05
29.237167,7.0216737,5062.253,162,182,0.05
34.186253,10.07492,5081.6943,191,222,0.05
33.834225,9.7288475,4996.3,187,218,0.05
27.455318,6.085157,4984.4487,127,142,0.05
25.085413,4.9287586,5026.4624,130,141,0.05
34.28826,10.279616,5016.7944,200,235,0.05
23.565165,2.8497689,4981.9297,125,132,0.05
27.253067,4.8483996,5073.7754,140,153,0.05
25.121948,4.4309764,4981.6484,130,140,0.05
28.005884,6.6324425,4975.281,148,166,0.05
34.562977,11.38345,5058.825,176,209,0.05
19.619505,0.19574386,5070.9243,93,94,0.05
24.780672,3.2041843,4964.5605,125,133,0.05
26.289906,5.542795,5074.5605,141,156,0.05
28.80728,6.56806,5071.43,142,159,0.05
31.114632,7.224031,5053.4297,162,182,0.05
25.423702,4.926851,4988.8345,141,153,0.05
28.15788,6.647036,4960.1665,149,165,0.05
32.329914,9.142945,4993.508,189,218,0.05
30.457893,6.798926,5070.7344,141,158,0.05
21.650661,1.4280808,4965.382,95,98,0.05
22.624804,1.9546671,4993.582,102,107,0.05
34.572117,10.908453,4985.8516,180,211,0.05
23.699945,3.823265,5033.461,118,126,0.05
22.641096,2.1268682,5064.5312,98,102,0.05
20.981943,2.0535367,5053.6934,111,115,0.05
31.939451,8.506306,5085.5977,155,178,0.05
35.01269,10.5758,4966.0415,173,204,0.05
16.692516,-3.185383,5010.2715,69,70,0.05
24.123072,2.8774972,4986.7935,120,127,0.05
34.85747,10.397867,5035.717,181,212,0.05
21.555498,1.7207403,4970.2686,100,103,0.05
24.290195,2.7526884,5045.5664,105,111,0.05
32.357227,9.184368,5000.5493,148,171,0.05
33.130623,9.830029,5078.5596,171,199,0.05
18.9593,-0.20585597,5062.484,102,103,0.05
31.553345,8.56911,4963.994,172,197,0.05
25.370926,3.6385276,5073.8716,124,134,0.05
34.18871,10.4471035,5052.6694,199,233,0.05
28.5453,5.5328526,5009.7573,139,153,0.05
35.07856,11.789679,5066.357,202,240,0.05
34.738136,11.449491,5042.274,190,224,0.05
28.09684,7.318896,4972.959,148,166,0.05
27.605425,5.6360817,4984.1973,130,144,0.05
31.377108,8.754475,4970.415,157,181,0.05
25.935768,4.880723,5024.7773,148,162,0.05
35.471268,12.210982,4960.7046,207,247,0.05
32.94188,9.3475485,5003.6562,197,228,0.05
22.887709,2.3865337,5032.137,126,132,0.05
30.089834,7.301547,5063.8687,155,175,0.05
34.944504,10.953819,5048.4185,217,256,0.05
33.596066,10.18809,5022.3447,193,226,0.05
23.33495,2.9065015,5080.22,105,111,0.05
17.647583,-1.990225,5057.418,73,74,0.05
34.145264,11.523971,5033.236,191,227,0.05
35.86153,11.71333,5025.8545,184,219,0.05
31.58262,8.352691,4985.2637,167,190,0.05
35.73177,12.611881,5033.2446,202,242,0.05
28.779594,7.2268963,5069.4956,145,163,0.05
30.592678,6.6639824,4983.018,157,177,0.05
27.135574,5.9972215,5069.6113,135,149,0.05
19.588812,-0.33236793,4999.604,78,79,0.05
28.384987,6.5109715,5048.9478,142,159,0.05
36.181248,12.260078,5038.31,205,246,0.05
32.94609,9.843215,5017.364,189,219,0.05
28.450584,5.673018,4972.4917,143,159,0.05
35.020992,11.724671,4994.3564,184,218,0.05
29.560747,7.2913227,5010.517,146,164,0.05
33.705242,9.376872,4972.247,181,209,0.05
25.53351,3.984743,5041.3203,110,119,0.05
33.43912,10.9624405,5047.257,183,214,0.05
30.965017,7.7937927,4974.673,165,187,0.05
24.723295,3.0419424,5049.6304,117,124,0.05
33.735878,9.752757,5056.063,185,214,0.05
35.658432,11.625789,5028.0557,197,235,0.05
32.073788,8.752785,4985.767,149,171,0.05
26.55689,4.821504,4965.009,113,123,0.05
31.965857,8.355965,5011.768,171,195,0.05
20.52586,0.24130553,5028.19,99,100,0.05
26.588018,5.101579,4971.1055,127,139,0.05
18.73922,-0.8603652,5048.908,88,89,0.05
30.944693,7.5600066,5037.8623,172,196,0.05
31.424908,8.072105,5014.028,165,187,0.05
28.213459,5.848606,4976.5464,147,162,0.05
29.423443,6.746088,5011.609,159,177,0.05
18.91625,-0.97631806,5015.6235,78,79,0.05
32.758896,9.095067,5002.4517,189,218,0.05
31.985468,8.822243,5021.8677,167,192,0.05
33.34417,9.225487,5059.336,183,212,0.05
29.315228,7.022135,5013.3037,155,174,0.05
33.48755,9.808701,5061.8433,170,198,0.05
29.432844,6.4632707,5006.8022,151,169,0.05
33.37533,9.402734,5072.584,193,223,0.05
33.60597,10.813572,4987.3433,179,210,0.05
34.212433,9.427256,5080.6914,181,211,0.05
28.157919,6.16922,5010.477,160,178,0.05
30.588047,7.020598,4964.123,157,176,0.05
22.010254,1.7226297,4984.633,108,112,0.05
30.080595,6.8231163,5068.1846,147,165,0.05
26.207964,4.5885477,5021.26,123,133,0.05
29.892029,7.3475776,5035.618,160,181,0.05
31.296236,7.8469234,4983.346,163,185,0.05
21.20994,0.8344569,5069.1694,99,101,0.05
34.140438,10.073714,5032.828,183,214,0.05
27.319868,6.318237,5071.644,150,166,0.05
29.254908,6.0445995,5018.285,151,168,0.05
33.597458,8.9738035,5011.229,169,195,0.05
31.313026,7.937475,5068.3076,179,203,0.05
30.73218,7.411115,5065.2827,157,177,0.05
29.236874,6.6390986,4979.0654,153,171,0.05
30.238377,7.798555,5047.867,155,177,0.05
30.891108,8.730307,5040.783,160,183,0.05
25.872786,4.0230055,4972.1484,121,131,0.05
18.820887,-1.2761524,4976.484,87,88,0.05
31.36511,7.7741785,5060.63,147,168,0.05
20.396343,0.34712,5036.773,99,100,0.05
34.0137,9.99206,5013.676,170,198,0.05
31.56553,8.904782,4977.8384,186,213,0.05
22.587912,1.9384661,5067.508,107,112,0.05
22.541275,1.8818005,4965.8184,104,108,0.05
27.044323,4.3613715,4986.15,126,137,0.05
27.424274,4.8403015,5032.415,137,150,0.05
29.843834,6.808657,5047.4395,144,162,0.05
27.474352,6.446394,4979.2563,150,167,0.05
30.008503,7.472766,5004.1543,140,159,0.05
30.198256,7.659437,5048.4077,175,198,0.05
28.096355,6.1790814,5036.989,147,163,0.05
30.586296,6.9981728,5080.301,147,166,0.05
33.94431,10.76723,4978.644,186,217,0.05
30.829647,6.836238,5053.2544,158,178,0.05
28.085777,6.713824,5078.2173,142,159,0.05
26.39546,4.796869,5040.1406,147,160,0.05
20.211193,-0.025679493,5008.4634,82,83,0.05
28.025036,5.642387,4966.2085,137,150,0.05
32.339905,8.121106,5011.485,171,195,0.05
29.746115,7.09331,5067.658,153,172,0.05
24.087008,3.5921297,5009.025,133,142,0.05
27.809797,5.7186713,5069.793,123,136,0.05
36.13902,12.898633,5059.174,207,250,0.05
24.73062,4.5870304,5056.4727,126,137,0.05
20.03255,0.5778024,5056.4165,97,99,0.05
33.30048,9.074179,5079.7554,185,213,0.05
30.703522,7.274507,5071.7036,160,180,0.05
24.946201,3.7522626,5052.476,128,137,0.05
33.7487,9.869567,5022.3364,179,208,0.05
24.715342,3.2894258,4969.215,113,121,0.05
31.049755,7.823585,5018.2944,169,192,0.05
29.232733,7.6687665,4982.435,147,166,0.05
24.59169,4.3065643,4966.27,139,150,0.05
34.793972,10.260822,4970.8125,177,207,0.05
25.395346,4.5331645,5054.035,126,136,0.05
28.672583,6.310054,4971.3447,153,170,0.05
18.250126,-1.3654667,5006.192,73,74,0.05
20.46021,-0.43782058,5067.3496,87,88,0.05
20.460798,1.2541282,4994.5415,99,101,0.05
29.511269,8.26448,4992.547,152,173,0.05
30.59401,8.212848,4983.6143,174,198,0.05
27.241356,5.574793,4984.258,154,169,0.05
29.231981,6.0414863,5054.6167,142,158,0.05
27.41427,5.7661977,5032.5654,124,137,0.05
19.319656,0.26747674,5009.618,91,92,0.05
34.650826,10.612378,5048.3047,204,239,0.05
25.879726,4.238528,4990.949,132,142,0.05
18.70096,-1.0049564,4983.055,85,86,0.05
26.11663,4.455221,5063.6016,115,125,0.05
24.111233,3.6210406,5055.101,131,140,0.05
30.120392,7.8454137,4968.318,168,191,0.05
33.287083,10.336449,5041.1045,182,213,0.05
33.468002,10.276794,4977.502,176,205,0.05
34.221024,9.6740885,4975.1724,188,220,0.05
22.390268,1.554148,5060.165,101,105,0.05
34.757477,11.209465,5072.7427,189,223,0.05
17.289732,-2.2327747,5057.4766,74,75,0.05
29.016096,7.4509583,4972.1704,158,177,0.05
33.432137,9.915984,5014.2256,175,204,0.05
34.64123,12.36847,5067.824,197,235,0.05
28.602095,5.8487086,5040.562,147,162,0.05
25.162626,4.0682883,5021.5234,111,120,0.05
20.170458,1.2744052,5042.259,99,101,0.05
33.12929,8.929337,5015.0137,172,198,0.05
21.764103,1.2034162,4989.3125,93,96,0.05
27.864178,5.370825,4991.4897,146,161,0.05
26.38706,3.9677527,5002.6147,120,130,0.05
27.8697,5.2331567,4983.1035,135,148,0.05
33.58567,10.058686,4962.393,199,232,0.05
27.950474,6.118463,5032.0464,159,177,0.05
27.996323,5.404336,5016.511,141,156,0.05
28.435307,5.717954,5057.1963,134,148,0.05
18.930965,-0.4096583,4988.384,93,94,0.05
33.95758,9.859693,5034.4263,176,205,0.05
33.050793,10.094312,4969.9775,192,224,0.05
19.723238,0.36479214,4992.214,89,90,0.05
30.568724,7.401949,5015.1626,175,198,0.05
22.250444,1.077618,5010.7227,94,96,0.05
20.262281,0.584441,4974.3037,100,102,0.05
33.44455,9.118465,5027.083,192,222,0.05
23.899992,2.591086,5027.143,118,124,0.05
24.541069,4.3294106,5023.306,124,133,0.05
29.116198,6.2634473,4977.541,130,145,0.05
30.370378,6.9460535,5082.016,159,179,0.05
22.40519,1.9866599,4997.826,118,122,0.05
26.405365,5.4753027,5077.1665,150,164,0.05
27.41377,6.2454348,5017.216,148,164,0.05
24.587889,3.6685236,4983.9663,110,118,0.05
32.1023,8.3805275,5004.504,166,191,0.05
26.162844,4.545271,5032.6875,144,156,0.05
27.359146,5.5675187,5069.262,152,168,0.05
29.719782,7.0292068,4983.7285,169,189,0.05
23.40063,3.6603243,5061.5127,119,127,0.05
25.256348,3.5253286,4998.3345,125,134,0.05
19.57021,-0.71903336,5021.4897,76,77,0.05
31.348637,8.188826,5002.249,187,213,0.05
28.74792,5.8968287,5034.4097,142,158,0.05
31.418606,8.747391,5047.077,169,194,0.05
25.956514,4.8398256,5017.0854,141,154,0.05
24.818525,3.488913,5005.934,128,137,0.05
34.0584,9.882354,5035.2803,197,231,0.05
19.56093,0.02525589,4992.094,97,98,0.05
25.741238,4.244346,4984.837,116,126,0.05
23.62368,3.3791034,5078.006,129,137,0.05
26.62065,5.8427606,5058.8696,136,150,0.05
23.99842,3.2987165,5041.605,123,131,0.05
25.20402,4.113249,4961.4004,128,138,0.05
34.538277,10.902341,5003.984,196,229,0.05
33.513412,8.625193,5073.2476,172,197,0.05
24.225931,3.4742455,5013.42,121,129,0.05
20.138561,0.63507724,5005.298,89,90,0.05
27.607811,6.1280956,5055.6,131,145,0.05
19.138262,-0.44485205,4983.6597,82,83,0.05
28.83895,5.420824,5043.354,141,155,0.05
29.953245,6.844071,5032.092,134,151,0.05
21.242126,0.71824884,4991.8037,96,97,0.05
23.481441,2.5099535,4983.1216,118,124,0.05
28.768429,6.30384,5028.7334,134,150,0.05
33.675617,9.927055,5078.5986,183,215,0.05
31.46125,8.419979,5006.8613,184,210,0.05
30.232004,7.4675255,4987.491,177,200,0.05
30.886494,8.686662,5059.5454,167,191,0.05
30.079023,8.07768,4964.08,166,188,0.05
22.024992,1.5024424,4962.794,100,103,0.05
24.856186,5.261859,5020.4814,140,153,0.05
20.504404,0.04544502,5011.6567,85,86,0.05
29.41439,6.978673,4975.6587,139,157,0.05
35.539124,11.948923,4992.9614,191,229,0.05
31.70456,9.647519,5039.9688,170,196,0.05
29.107979,6.3106256,5072.8184,155,172,0.05
20.129633,0.70289266,5022.227,104,105,0.05
23.664358,1.7793714,4967.9756,97,101,0.05
33.640316,8.630008,5086.5635,181,209,0.05
32.389606,9.260852,4974.124,176,204,0.05
35.551483,12.169015,5014.9277,186,222,0.05
33.6575,9.685393,5016.2305,182,211,0.05
18.572414,-1.230916,5000.838,77,78,0.05
31.56924,8.066196,5007.253,174,198,0.05
32.914177,8.916796,5047.1274,164,190,0.05
36.636696,13.340996,5014.0527,205,247,0.05
26.737894,6.392884,5031.55,142,157,0.05
20.79348,0.7261682,5055.335,94,96,0.05
17.327366,-2.600704,5048.4487,68,69,0.05
28.79956,6.6841145,4978.4683,133,149,0.05
33.320183,9.339024,5044.821,189,217,0.05
21.362309,0.60084325,4972.3438,93,95,0.05
32.048134,8.335922,5011.947,152,174,0.05
16.920185,-3.188375,5077.811,68,69,0.05
29.206266,8.512234,5059.7764,168,191,0.05
31.765194,8.167963,5006.4795,147,168,0.05
26.332289,4.926044,5060.3564,116,127,0.05
29.4508,6.985018,4970.7207,170,190,0.05
31.588106,8.444537,4991.3438,159,182,0.05
28.909157,6.7716985,4964.938,168,187,0.05
22.197275,1.6289706,5017.394,114,118,0.05
28.117647,6.2534,5001.6343,148,163,0.05
21.904724,2.205792,5043.7393,120,125,0.05
28.754223,6.38921,5053.464,171,190,0.05
30.759117,6.7439203,4981.948,150,168,0.05
28.733458,6.9674363,5037.9927,153,170,0.05
27.513798,7.0724816,4962.566,152,171,0.05
23.576561,2.2103248,5020.7075,113,118,0.05
32.438023,9.464716,4980.9556,168,193,0.05
29.917187,6.703628,4964.485,161,180,0.05
22.604925,2.4749756,5042.038,126,132,0.05
28.939478,7.3355436,5075.255,156,176,0.05
21.479122,1.6069398,4974.137,98,101,0.05
30.855644,8.170303,5028.2065,186,211,0.05
20.144468,-0.1285741,5075.025,86,87,0.05
30.772034,8.156732,5014.0117,175,199,0.05
25.301935,3.3927565,5077.225,106,114,0.05
18.930069,0.09532499,4977.0977,110,111,0.05
29.72808,7.359975,5015.0884,146,166,0.05
33.985405,10.508462,4979.869,178,208,0.05
28.256622,5.7923527,5013.5283,152,168,0.05
30.25668,7.9509606,5018.997,156,178,0.05
25.786293,3.7355819,5031.93,117,126,0.05
31.838688,8.795708,5036.4097,160,184,0.05
32.80775,9.289182,5019.996,189,218,0.05
22.415318,1.5724427,4966.926,86,89,0.05
31.071505,7.5044518,5085.3613,156,177,0.05
30.8281,7.6736674,4992.2437,148,168,0.05
27.454092,4.4900813,4990.086,133,145,0.05
27.765085,6.125093,4987.803,142,157,0.05
27.87473,5.969901,5049.6064,149,166,0.05
23.335608,1.7544926,5018.172,104,108,0.05
33.120262,9.382303,5069.9897,193,223,0.05
32.184654,8.367939,4976.6143,161,184,0.05
30.938128,8.644222,5025.421,165,189,0.05
29.575382,6.7516575,5066.3667,148,167,0.05
35.32135,11.974178,5074.181,199,238,0.05
26.556185,3.8505888,5038.5903,114,123,0.05
29.41524,6.089266,5026.418,148,165,0.05
26.763395,5.266119,5052.7725,139,153,0.05
24.89462,3.9414022,5010.5063,140,150,0.05
35.4767,11.681975,5045.677,185,221,0.05
23.232063,1.5747321,4972.8013,97,100,0.05
25.51099,3.7950017,5029.376,103,111,0.05
28.030891,5.2086277,5034.2495,130,143,0.05
19.392378,-0.37899154,4995.0264,78,79,0.05
32.61997,8.964374,5032.777,171,197,0.05
29.995182,8.998326,4989.958,167,191,0.05
29.379688,7.347283,4962.9165,146,164,0.05
27.209211,5.5773144,5064.2837,150,165,0.05
25.493416,3.9631574,4998.6733,122,131,0.05
31.561378,8.193696,5046.9277,176,200,0.05
18.069548,-1.1901891,5071.886,84,85,0.05
33.96206,10.993209,4973.471,189,222,0.05
32.233814,9.4426985,5042.7783,164,192,0.05
34.507996,10.950383,4980.0947,193,228,0.05
35.650448,12.259277,5058.608,197,235,0.05
28.49899,5.595123,4984.5957,141,156,0.05
29.427507,7.3073077,5021.393,159,180,0.05
31.072199,8.216282,5069.972,151,173,0.05
32.555206,9.0344925,5029.0996,178,205,0.05
29.792173,7.0785522,4974.477,128,145,0.05
25.884624,3.7183485,4970.565,108,116,0.05
20.380274,-0.38479155,5044.391,83,84,0.05
34.39052,9.816024,4984.339,189,220,0.05
32.436275,8.567092,4994.9688,177,202,0.05
28.589355,5.4660206,5025.433,141,156,0.05
31.561539,8.654299,5071.212,178,204,0.05
27.582586,4.5060134,5068.076,127,138,0.05
24.15739,3.175077,4977.86,109,116,0.05
27.550394,5.803282,5054.1577,149,163,0.05
31.90769,9.0176525,5025.3887,164,189,0.05
36.195614,12.990809,5001.7896,206,247,0.05
31.443369,7.754299,5077.0513,159,181,0.05
24.880268,4.404533,5037.161,143,155,0.05
32.653435,8.785852,4995.6274,162,186,0.05
27.163767,4.6072297,5055.486,132,143,0.05
33.686596,10.853202,5034.7686,193,226,0.05
24.086563,4.397769,5016.8643,127,137,0.05
29.338493,7.677235,5061.6035,168,190,0.05
26.281176,4.027166,5044.4683,123,132,0.05
36.394287,13.408572,5034.3486,218,265,0.05
33.957626,11.3562155,5016.944,192,228,0.05
27.471903,5.163546,5031.6753,131,143,0.05
28.646242,6.6118097,4983.494,162,181,0.05
34.25133,9.900305,5080.9253,199,231,0.05
30.318314,8.583831,5067.6514,171,195,0.05
21.555305,0.6040344,5000.4873,100,102,0.05
21.031193,1.6264096,4982.3228,98,101,0.05
17.075323,-2.2345655,4973.9453,80,81,0.05
30.510181,7.6480975,5077.679,158,179,0.05
33.8469,9.371746,4999.6455,184,214,0.05
32.102604,8.823138,5055.163,160,185,0.05
26.36509,4.5443945,4971.1074,110,119,0.05
21.06567,1.758601,4985.581,111,115,0.05
25.457338,3.3664846,5039.731,125,134,0.05
19.699907,0.28362054,5063.609,94,95,0.05
28.509975,6.6917524,4965.488,146,163,0.05
32.91065,8.669705,5060.331,181,208,0.05
28.363268,5.9699965,4984.7246,144,160,0.05
27.53287,4.965313,4998.0083,123,135,0.05
34.654797,10.6972685,5081.8325,209,245,0.05
18.032751,-0.69810367,4986.227,91,92,0.05
33.564774,10.462107,5006.8584,200,234,0.05
31.618895,10.046229,5060.7627,171,198,0.05
21.554974,1.1157078,4980.3853,94,96,0.05
33.61344,10.857012,4970.09,174,204,0.05
20.954542,0.5175249,5028.083,95,96,0.05
24.749678,2.9273176,4976.0396,109,115,0.05
23.474586,2.2776165,4996.456,93,97,0.05
35.57614,11.300309,5034.019,182,217,0.05
27.795322,5.083923,5046.873,128,140,0.05
28.245298,6.500039,5023.0137,160,178,0.05
24.040005,3.4199526,5032.1436,106,113,0.05
21.96539,0.3772643,5076.1514,91,92,0.05
22.860043,2.0873206,5031.138,95,99,0.05
20.658144,1.5049608,5042.463,104,107,0.05
35.838306,12.88917,4970.2324,202,243,0.05
32.50942,9.593708,5066.531,174,201,0.05
33.51721,9.700903,5010.4316,170,199,0.05
28.745556,6.171988,5061.3335,138,154,0.05
34.47971,10.77171,5082.302,186,220,0.05
32.543385,10.246869,5054.157,191,224,0.05
36.10691,12.973137,5042.6445,213,256,0.05
23.300978,3.6801674,4956.5044,121,129,0.05
24.84005,3.6267078,4967.236,111,119,0.05
30.439358,6.908949,5032.6733,159,179,0.05
22.85625,1.9790436,5030.7964,112,117,0.05
17.613548,-1.4470848,5042.855,87,88,0.05
33.56298,10.051684,4961.393,207,242,0.05
27.502573,5.7274337,4974.0454,145,161,0.05
20.267,0.760571,5003.9023,106,107,0.05
33.40871,11.04749,5068.795,183,215,0.05
35.673412,11.759651,5038.808,194,231,0.05
32.03852,8.5655155,5063.0664,171,195,0.05
28.687021,7.0380635,5005.861,151,170,0.05
25.987604,3.86774,5047.8115,116,125,0.05
17.938148,-0.9433773,4968.3623,93,94,0.05
18.515749,-0.5848347,5074.604,91,92,0.05
31.138578,8.3135395,4994.0024,150,173,0.05
19.129534,-0.61784357,5062.0967,95,96,0.05
22.263933,1.4979664,4965.643,104,107,0.05
29.837132,7.750293,5025.834,146,165,0.05
35.33038,12.705426,5044.7695,203,243,0.05
29.579596,6.326704,5068.068,142,158,0.05
22.562746,1.5253232,4997.999,102,105,0.05
30.689255,7.661202,5008.848,146,166,0.05
30.572197,8.197155,5064.8276,160,181,0.05
24.56103,3.0716367,5004.284,121,128,0.05
25.968296,5.1947846,5007.7793,132,144,0.05
34.887447,10.471585,5046.8354,185,217,0.05
27.44291,5.5465617,5046.2095,140,154,0.05
31.872786,8.284051,4965.57,176,201,0.05
33.88299,10.252785,5041.542,198,231,0.05
31.67106,9.505648,4987.4395,170,197,0.05
35.21021,11.839779,5037.959,190,225,0.05
25.800972,4.0684075,5015.8984,119,129,0.05
27.90445,6.076775,5047.5986,145,160,0.05
30.743847,7.857032,5004.4473,147,167,0.05
32.123962,8.71656,5036.091,196,225,0.05
19.056381,0.09306587,4961.2954,109,110,0.05
27.360613,5.063266,5077.2124,134,147,0.05
26.435364,5.0678425,4990.4272,121,132,0.05
24.528193,3.6772385,5004.843,123,131,0.05
33.023277,8.6051655,4986.6074,183,211,0.05
30.303009,7.9051323,4970.858,160,182,0.05
34.12066,10.214088,5038.2563,208,244,0.05
30.396517,7.1575603,5074.9995,156,175,0.05
30.025496,7.5614467,5028.822,150,171,0.05
36.26781,12.503004,5054.0864,198,237,0.05
31.06502,8.504195,5079.596,158,182,0.05
18.605658,-0.44854355,5019.4834,89,90,0.05
36.255234,12.324446,5064.3896,193,232,0.05
29.68593,8.333332,5007.3555,164,186,0.05
28.641466,6.94336,4960.2754,141,159,0.05
35.860947,12.892177,5074.8164,204,246,0.05
28.069662,5.547667,5018.699,123,136,0.05
31.20206,8.787277,4969.208,161,185,0.05
31.084778,9.014415,5012.9697,164,188,0.05
33.06792,10.560566,5044.8027,191,224,0.05
24.246525,2.4092245,5062.7637,107,113,0.05
34.910137,11.416242,4972.531,200,237,0.05
29.979504,7.132536,5051.965,136,154,0.05
28.661129,6.891528,4985.1924,152,170,0.05
33.836544,10.362304,5046.698,195,227,0.05
26.971432,5.2723126,4992.108,150,165,0.05
24.35949,3.4722607,5024.972,121,129,0.05
22.166334,2.6820426,5056.283,116,122,0.05
25.4953,4.9155407,5033.822,124,135,0.05
30.856108,7.638172,5082.055,161,183,0.05
20.15699,0.47666314,4970.7373,96,97,0.05
29.80057,7.2240357,5020.281,177,199,0.05
34.91976,10.629944,5054.3667,186,218,0.05
28.217365,5.2127247,5029.262,134,147,0.05
18.839207,-1.5727986,5048.085,77,78,0.05
23.536097,3.2685976,5006.007,112,119,0.05
30.48698,8.33084,5017.5293,171,194,0.05
32.545994,8.292621,4982.661,181,208,0.05
31.759708,8.398027,5051.2676,164,189,0.05
25.970737,4.1149273,4993.11,130,140,0.05
27.289785,6.846655,4990.297,148,166,0.05
22.12277,2.2258728,5029.267,117,122,0.05
33.898277,9.714936,5020.495,183,213,0.05
35.63106,11.797466,5054.722,212,253,0.05
29.19012,6.511069,5057.4634,142,158,0.05
30.708452,7.322804,5015.1978,160,181,0.05
17.435534,-2.634815,5023.516,68,69,0.05
33.555687,10.369943,5050.264,190,222,0.05
20.522335,1.5966821,4977.734,108,111,0.05
26.109093,4.677867,4968.7354,135,146,0.05
33.14026,9.318707,5075.6675,176,204,0.05
30.675697,8.294145,5011.197,167,189,0.05
30.794207,7.465862,4979.428,161,181,0.05
34.84775,11.719595,5051.9927,209,248,0.05
33.097927,10.535405,4987.942,166,194,0.05
32.221146,9.936383,4971.187,165,191,0.05
27.190374,5.551671,5027.764,121,133,0.05
18.13457,-1.6933007,5070.6787,80,81,0.05
29.426062,6.2635593,5008.6494,142,158,0.05
25.45835,3.381208,5060.458,118,126,0.05
29.22242,7.8595967,5023.104,154,174,0.05
32.152153,9.737773,5043.8315,169,197,0.05
28.73504,5.864649,4998.4526,135,150,0.05
29.4007,7.0237837,5035.5957,162,182,0.05
31.908491,8.550365,4966.645,173,198,0.05
32.458206,8.066364,5039.09,174,199,0.05
26.911402,5.2617016,5042.2715,147,161,0.05
31.670918,9.561637,4962.9624,171,197,0.05
20.41184,0.8220789,4996.8335,102,104,0.05
24.301416,2.7417102,4969.345,102,108,0.05
32.279602,10.030243,5032.5244,172,201,0.05
29.207706,6.7993464,5015.181,154,172,0.05
26.300926,5.96095,5078.3735,147,163,0.05
